City,Date,Air Quality,Index Value,,,,,,,,,,,,,,,,,,,
Chennai,04-23-2018,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Delhi,04-23-2018,Moderate,160,,,,,,,,,,,,,,,,,,,
Gurgaon,04-23-2018,Very Poor,382,,,,,,,,,,,,,,,,,,,
Hyderabad,04-23-2018,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Jaipur,04-23-2018,Moderate,119,,,,,,,,,,,,,,,,,,,
Kanpur,04-23-2018,Moderate,102,,,,,,,,,,,,,,,,,,,
Kolkata,04-23-2018,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Lucknow,04-23-2018,Moderate,177,,,,,,,,,,,,,,,,,,,
Ludhiana,04-23-2018,Moderate,104,,,,,,,,,,,,,,,,,,,
Mumbai,04-23-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-23-2018,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Noida,04-23-2018,Moderate,176,,,,,,,,,,,,,,,,,,,
Patna,04-23-2018,Moderate,181,,,,,,,,,,,,,,,,,,,
Pune,04-23-2018,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Siliguri,04-23-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-23-2018,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Ujjain,04-23-2018,Moderate,185,,,,,,,,,,,,,,,,,,,
Varanasi,04-23-2018,,,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-23-2018,,,,,,,,,,,,,,,,,,,,,
Agra,04-24-2018,Moderate,143,,,,,,,,,,,,,,,,,,,
Ahmedabad,04-24-2018,Moderate,120,,,,,,,,,,,,,,,,,,,
Ajmer,04-24-2018,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Asansol,04-24-2018,Moderate,176,,,,,,,,,,,,,,,,,,,
Bengaluru,04-24-2018,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Chennai,04-24-2018,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Delhi,04-24-2018,Poor,254,,,,,,,,,,,,,,,,,,,
Gurgaon,04-24-2018,Poor,200,,,,,,,,,,,,,,,,,,,
Hyderabad,04-24-2018,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Jaipur,04-24-2018,Moderate,129,,,,,,,,,,,,,,,,,,,
Kanpur,04-24-2018,Moderate,114,,,,,,,,,,,,,,,,,,,
Kolkata,04-24-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,04-24-2018,Poor,202,,,,,,,,,,,,,,,,,,,
Ludhiana,04-24-2018,Moderate,108,,,,,,,,,,,,,,,,,,,
Mumbai,04-24-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-24-2018,Moderate,105,,,,,,,,,,,,,,,,,,,
Noida,04-24-2018,Poor,253,,,,,,,,,,,,,,,,,,,
Patna,04-24-2018,,,,,,,,,,,,,,,,,,,,,
Pune,04-24-2018,Moderate,103,,,,,,,,,,,,,,,,,,,
Siliguri,04-24-2018,Moderate,104,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-24-2018,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Ujjain,04-24-2018,Moderate,197,,,,,,,,,,,,,,,,,,,
Varanasi,04-24-2018,Poor,232,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-24-2018,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Agra,04-25-2018,Moderate,128,,,,,,,,,,,,,,,,,,,
Ahmedabad,04-25-2018,Poor,200,,,,,,,,,,,,,,,,,,,
Ajmer,04-25-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Asansol,04-25-2018,Poor,201,,,,,,,,,,,,,,,,,,,
Bengaluru,04-25-2018,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Chennai,04-25-2018,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Delhi,04-25-2018,Poor,262,,,,,,,,,,,,,,,,,,,
Gurgaon,04-25-2018,Moderate,145,,,,,,,,,,,,,,,,,,,
Hyderabad,04-25-2018,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Jaipur,04-25-2018,Moderate,146,,,,,,,,,,,,,,,,,,,
Kanpur,04-25-2018,Moderate,146,,,,,,,,,,,,,,,,,,,
Kolkata,04-25-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Lucknow,04-25-2018,Poor,246,,,,,,,,,,,,,,,,,,,
Ludhiana,04-25-2018,Moderate,147,,,,,,,,,,,,,,,,,,,
Mumbai,04-25-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-25-2018,Moderate,134,,,,,,,,,,,,,,,,,,,
Noida,04-25-2018,Poor,298,,,,,,,,,,,,,,,,,,,
Patna,04-25-2018,Poor,284,,,,,,,,,,,,,,,,,,,
Pune,04-25-2018,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Siliguri,04-25-2018,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-25-2018,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Ujjain,04-25-2018,Poor,200,,,,,,,,,,,,,,,,,,,
Varanasi,04-25-2018,Poor,281,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-25-2018,,,,,,,,,,,,,,,,,,,,,
Agra,04-26-2018,Moderate,152,,,,,,,,,,,,,,,,,,,
Ahmedabad,04-26-2018,Moderate,176,,,,,,,,,,,,,,,,,,,
Ajmer,04-26-2018,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Asansol,04-26-2018,Moderate,149,,,,,,,,,,,,,,,,,,,
Bengaluru,04-26-2018,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Chennai,04-26-2018,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Delhi,04-26-2018,Very Poor,312,,,,,,,,,,,,,,,,,,,
Gurgaon,04-26-2018,Very Poor,321,,,,,,,,,,,,,,,,,,,
Hyderabad,04-26-2018,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Jaipur,04-26-2018,Moderate,140,,,,,,,,,,,,,,,,,,,
Kanpur,04-26-2018,,,,,,,,,,,,,,,,,,,,,
Kolkata,04-26-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,04-26-2018,Poor,297,,,,,,,,,,,,,,,,,,,
Ludhiana,04-26-2018,Moderate,174,,,,,,,,,,,,,,,,,,,
Mumbai,04-26-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-26-2018,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Noida,04-26-2018,Very Poor,349,,,,,,,,,,,,,,,,,,,
Patna,04-26-2018,Moderate,161,,,,,,,,,,,,,,,,,,,
Pune,04-26-2018,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Siliguri,04-26-2018,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-26-2018,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Ujjain,04-26-2018,Moderate,173,,,,,,,,,,,,,,,,,,,
Varanasi,04-26-2018,Poor,282,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-26-2018,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Agra,04-27-2018,Moderate,159,,,,,,,,,,,,,,,,,,,
Ahmedabad,04-27-2018,Moderate,167,,,,,,,,,,,,,,,,,,,
Ajmer,04-27-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Asansol,04-27-2018,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Bengaluru,04-27-2018,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Chennai,04-27-2018,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Delhi,04-27-2018,Very Poor,306,,,,,,,,,,,,,,,,,,,
Gurgaon,04-27-2018,Poor,272,,,,,,,,,,,,,,,,,,,
Hyderabad,04-27-2018,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Jaipur,04-27-2018,Moderate,179,,,,,,,,,,,,,,,,,,,
Kanpur,04-27-2018,Moderate,109,,,,,,,,,,,,,,,,,,,
Kolkata,04-27-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Lucknow,04-27-2018,Poor,208,,,,,,,,,,,,,,,,,,,
Ludhiana,04-27-2018,Moderate,172,,,,,,,,,,,,,,,,,,,
Mumbai,04-27-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-27-2018,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Noida,04-27-2018,Very Poor,330,,,,,,,,,,,,,,,,,,,
Patna,04-27-2018,Moderate,191,,,,,,,,,,,,,,,,,,,
Pune,04-27-2018,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Siliguri,04-27-2018,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-27-2018,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Ujjain,04-27-2018,Moderate,117,,,,,,,,,,,,,,,,,,,
Varanasi,04-27-2018,Poor,229,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-27-2018,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Agra,04-28-2018,Moderate,154,,,,,,,,,,,,,,,,,,,
Ahmedabad,04-28-2018,Poor,203,,,,,,,,,,,,,,,,,,,
Ajmer,04-28-2018,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Asansol,04-28-2018,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Bengaluru,04-28-2018,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Chennai,04-28-2018,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Delhi,04-28-2018,Very Poor,301,,,,,,,,,,,,,,,,,,,
Gurgaon,04-28-2018,Poor,291,,,,,,,,,,,,,,,,,,,
Hyderabad,04-28-2018,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Jaipur,04-28-2018,Moderate,181,,,,,,,,,,,,,,,,,,,
Kanpur,04-28-2018,Moderate,105,,,,,,,,,,,,,,,,,,,
Kolkata,04-28-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Lucknow,04-28-2018,Moderate,191,,,,,,,,,,,,,,,,,,,
Ludhiana,04-28-2018,Moderate,160,,,,,,,,,,,,,,,,,,,
Mumbai,04-28-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-28-2018,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Noida,04-28-2018,Very Poor,324,,,,,,,,,,,,,,,,,,,
Patna,04-28-2018,,,,,,,,,,,,,,,,,,,,,
Pune,04-28-2018,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Siliguri,04-28-2018,Moderate,104,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-28-2018,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Ujjain,04-28-2018,Moderate,161,,,,,,,,,,,,,,,,,,,
Varanasi,04-28-2018,Poor,242,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-28-2018,Good,49,,,,,,,,,,,,,,,,,,,
Agra,04-29-2018,Moderate,156,,,,,,,,,,,,,,,,,,,
Ahmedabad,04-29-2018,Moderate,126,,,,,,,,,,,,,,,,,,,
Ajmer,04-29-2018,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Asansol,04-29-2018,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Bengaluru,04-29-2018,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Chennai,04-29-2018,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Delhi,04-29-2018,Poor,247,,,,,,,,,,,,,,,,,,,
Gurgaon,04-29-2018,Poor,238,,,,,,,,,,,,,,,,,,,
Hyderabad,04-29-2018,Moderate,103,,,,,,,,,,,,,,,,,,,
Jaipur,04-29-2018,Moderate,156,,,,,,,,,,,,,,,,,,,
Kanpur,04-29-2018,Moderate,132,,,,,,,,,,,,,,,,,,,
Kolkata,04-29-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,04-29-2018,Poor,210,,,,,,,,,,,,,,,,,,,
Ludhiana,04-29-2018,Moderate,151,,,,,,,,,,,,,,,,,,,
Mumbai,04-29-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-29-2018,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Noida,04-29-2018,Poor,239,,,,,,,,,,,,,,,,,,,
Patna,04-29-2018,Moderate,172,,,,,,,,,,,,,,,,,,,
Pune,04-29-2018,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Siliguri,04-29-2018,Moderate,106,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-29-2018,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Ujjain,04-29-2018,Moderate,133,,,,,,,,,,,,,,,,,,,
Varanasi,04-29-2018,Poor,247,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-29-2018,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Agra,04-30-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Ahmedabad,04-30-2018,Satisfactory,98,,,,,,,,,,,,,,,,,,,
Ajmer,04-30-2018,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Asansol,04-30-2018,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Bengaluru,04-30-2018,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Chennai,04-30-2018,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Delhi,04-30-2018,Poor,206,,,,,,,,,,,,,,,,,,,
Gurgaon,04-30-2018,Poor,238,,,,,,,,,,,,,,,,,,,
Hyderabad,04-30-2018,Moderate,101,,,,,,,,,,,,,,,,,,,
Jaipur,04-30-2018,Moderate,160,,,,,,,,,,,,,,,,,,,
Kanpur,04-30-2018,Moderate,100,,,,,,,,,,,,,,,,,,,
Kolkata,04-30-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,04-30-2018,Moderate,137,,,,,,,,,,,,,,,,,,,
Ludhiana,04-30-2018,Moderate,171,,,,,,,,,,,,,,,,,,,
Mumbai,04-30-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,04-30-2018,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Noida,04-30-2018,Poor,204,,,,,,,,,,,,,,,,,,,
Patna,04-30-2018,Moderate,173,,,,,,,,,,,,,,,,,,,
Pune,04-30-2018,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Siliguri,04-30-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,04-30-2018,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Ujjain,04-30-2018,Moderate,141,,,,,,,,,,,,,,,,,,,
Varanasi,04-30-2018,Poor,221,,,,,,,,,,,,,,,,,,,
Visakhapatnam,04-30-2018,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Agra,05-01-2018,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-01-2018,Moderate,127,,,,,,,,,,,,,,,,,,,
Ajmer,05-01-2018,Moderate,179,,,,,,,,,,,,,,,,,,,
Bengaluru,05-01-2018,Moderate,108,,,,,,,,,,,,,,,,,,,
Chennai,05-01-2018,Moderate,118,,,,,,,,,,,,,,,,,,,
Delhi,05-01-2018,Moderate,178,,,,,,,,,,,,,,,,,,,
Gurgaon,05-01-2018,Poor,206,,,,,,,,,,,,,,,,,,,
Hyderabad,05-01-2018,Moderate,117,,,,,,,,,,,,,,,,,,,
Jaipur,05-01-2018,Moderate,155,,,,,,,,,,,,,,,,,,,
Kanpur,05-01-2018,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Kolkata,05-01-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,05-01-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Ludhiana,05-01-2018,Moderate,154,,,,,,,,,,,,,,,,,,,
Mumbai,05-01-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,05-01-2018,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Noida,05-01-2018,Moderate,164,,,,,,,,,,,,,,,,,,,
Patna,05-01-2018,Moderate,100,,,,,,,,,,,,,,,,,,,
Pune,05-01-2018,Satisfactory,99,,,,,,,,,,,,,,,,,,,
Siliguri,05-01-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,05-01-2018,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Ujjain,05-01-2018,Moderate,138,,,,,,,,,,,,,,,,,,,
Varanasi,05-01-2018,Satisfactory,98,,,,,,,,,,,,,,,,,,,
Visakhapatnam,05-01-2018,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Agra,05-02-2018,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-02-2018,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Ajmer,05-02-2018,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Asansol,05-02-2018,Moderate,105,,,,,,,,,,,,,,,,,,,
Bengaluru,05-02-2018,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Chennai,05-02-2018,Moderate,132,,,,,,,,,,,,,,,,,,,
Delhi,05-02-2018,Moderate,153,,,,,,,,,,,,,,,,,,,
Gurgaon,05-02-2018,Moderate,192,,,,,,,,,,,,,,,,,,,
Hyderabad,05-02-2018,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Jaipur,05-02-2018,Moderate,161,,,,,,,,,,,,,,,,,,,
Kanpur,05-02-2018,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Kolkata,05-02-2018,,,,,,,,,,,,,,,,,,,,,
Lucknow,05-02-2018,Moderate,103,,,,,,,,,,,,,,,,,,,
Ludhiana,05-02-2018,Moderate,173,,,,,,,,,,,,,,,,,,,
Mumbai,05-02-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,05-02-2018,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Noida,05-02-2018,Moderate,138,,,,,,,,,,,,,,,,,,,
Patna,05-02-2018,Moderate,100,,,,,,,,,,,,,,,,,,,
Pune,05-02-2018,Satisfactory,97,,,,,,,,,,,,,,,,,,,
Siliguri,05-02-2018,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,05-02-2018,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Ujjain,05-02-2018,Moderate,135,,,,,,,,,,,,,,,,,,,
Varanasi,05-02-2018,Moderate,123,,,,,,,,,,,,,,,,,,,
Visakhapatnam,05-02-2018,Moderate,106,,,,,,,,,,,,,,,,,,,
Agra,05-03-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-03-2018,Moderate,134,,,,,,,,,,,,,,,,,,,
Ajmer,05-03-2018,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Asansol,05-03-2018,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Bengaluru,05-03-2018,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Chennai,05-03-2018,Moderate,119,,,,,,,,,,,,,,,,,,,
Delhi,05-03-2018,Moderate,156,,,,,,,,,,,,,,,,,,,
Gurgaon,05-03-2018,Poor,249,,,,,,,,,,,,,,,,,,,
Hyderabad,05-03-2018,Moderate,100,,,,,,,,,,,,,,,,,,,
Jaipur,05-03-2018,Moderate,163,,,,,,,,,,,,,,,,,,,
Kanpur,05-03-2018,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Kolkata,05-03-2018,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Lucknow,05-03-2018,Moderate,138,,,,,,,,,,,,,,,,,,,
Ludhiana,05-03-2018,Moderate,115,,,,,,,,,,,,,,,,,,,
Mumbai,05-03-2018,,,,,,,,,,,,,,,,,,,,,
Noida,05-03-2018,Moderate,160,,,,,,,,,,,,,,,,,,,
Patna,05-03-2018,Moderate,121,,,,,,,,,,,,,,,,,,,
Pune,05-03-2018,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Siliguri,05-03-2018,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,05-03-2018,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Ujjain,05-03-2018,Moderate,157,,,,,,,,,,,,,,,,,,,
Varanasi,05-03-2018,Moderate,114,,,,,,,,,,,,,,,,,,,
Visakhapatnam,05-03-2018,,,,,,,,,,,,,,,,,,,,,
Agra,05-04-2018,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-04-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Ajmer,05-04-2018,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Asansol,05-04-2018,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Bengaluru,05-04-2018,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Chennai,05-04-2018,Moderate,148,,,,,,,,,,,,,,,,,,,
Delhi,05-04-2018,Moderate,135,,,,,,,,,,,,,,,,,,,
Gurgaon,05-04-2018,Moderate,134,,,,,,,,,,,,,,,,,,,
Hyderabad,05-04-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Jaipur,05-04-2018,Moderate,129,,,,,,,,,,,,,,,,,,,
Kanpur,05-04-2018,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Kolkata,05-04-2018,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Lucknow,05-04-2018,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Ludhiana,05-04-2018,Moderate,140,,,,,,,,,,,,,,,,,,,
Mumbai,05-04-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,05-04-2018,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Noida,05-04-2018,Moderate,113,,,,,,,,,,,,,,,,,,,
Patna,05-04-2018,Moderate,166,,,,,,,,,,,,,,,,,,,
Pune,05-04-2018,Satisfactory,93,,,,,,,,,,,,,,,,,,,
Siliguri,05-04-2018,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,05-04-2018,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Ujjain,05-04-2018,Moderate,154,,,,,,,,,,,,,,,,,,,
Varanasi,05-04-2018,Moderate,107,,,,,,,,,,,,,,,,,,,
Visakhapatnam,05-04-2018,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Agra,05-05-2018,Moderate,160,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-05-2018,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Ajmer,05-05-2018,Moderate,105,,,,,,,,,,,,,,,,,,,
Asansol,05-05-2018,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Bengaluru,05-05-2018,Moderate,115,,,,,,,,,,,,,,,,,,,
Chennai,05-05-2018,Moderate,110,,,,,,,,,,,,,,,,,,,
Delhi,05-05-2018,Moderate,169,,,,,,,,,,,,,,,,,,,
Gurgaon,05-05-2018,Moderate,170,,,,,,,,,,,,,,,,,,,
Hyderabad,05-05-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Jaipur,05-05-2018,Moderate,156,,,,,,,,,,,,,,,,,,,
Kanpur,05-05-2018,Moderate,124,,,,,,,,,,,,,,,,,,,
Kolkata,05-05-2018,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Lucknow,05-05-2018,Moderate,141,,,,,,,,,,,,,,,,,,,
Ludhiana,05-05-2018,Moderate,126,,,,,,,,,,,,,,,,,,,
Mumbai,05-05-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,05-05-2018,Poor,231,,,,,,,,,,,,,,,,,,,
Noida,05-05-2018,Poor,200,,,,,,,,,,,,,,,,,,,
Patna,05-05-2018,Poor,261,,,,,,,,,,,,,,,,,,,
Pune,05-05-2018,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Siliguri,05-05-2018,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,05-05-2018,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Ujjain,05-05-2018,Moderate,167,,,,,,,,,,,,,,,,,,,
Varanasi,05-05-2018,Moderate,126,,,,,,,,,,,,,,,,,,,
Visakhapatnam,05-05-2018,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Agra,05-06-2018,Moderate,170,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-06-2018,Moderate,139,,,,,,,,,,,,,,,,,,,
Ajmer,05-06-2018,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Asansol,05-06-2018,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Bengaluru,05-06-2018,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Chennai,05-06-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Delhi,05-06-2018,Poor,269,,,,,,,,,,,,,,,,,,,
Gurgaon,05-06-2018,Poor,291,,,,,,,,,,,,,,,,,,,
Hyderabad,05-06-2018,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Jaipur,05-06-2018,Moderate,173,,,,,,,,,,,,,,,,,,,
Kanpur,05-06-2018,Moderate,139,,,,,,,,,,,,,,,,,,,
Kolkata,05-06-2018,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Lucknow,05-06-2018,Moderate,196,,,,,,,,,,,,,,,,,,,
Ludhiana,05-06-2018,Moderate,136,,,,,,,,,,,,,,,,,,,
Mumbai,05-06-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,05-06-2018,Moderate,154,,,,,,,,,,,,,,,,,,,
Noida,05-06-2018,Poor,268,,,,,,,,,,,,,,,,,,,
Patna,05-06-2018,Poor,210,,,,,,,,,,,,,,,,,,,
Pune,05-06-2018,Moderate,102,,,,,,,,,,,,,,,,,,,
Siliguri,05-06-2018,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,05-06-2018,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Ujjain,05-06-2018,Moderate,179,,,,,,,,,,,,,,,,,,,
Varanasi,05-06-2018,Poor,210,,,,,,,,,,,,,,,,,,,
Visakhapatnam,05-06-2018,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Agra,05-07-2018,Moderate,137,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-07-2018,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Ajmer,05-07-2018,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Asansol,05-07-2018,Moderate,105,,,,,,,,,,,,,,,,,,,
Bengaluru,05-07-2018,Moderate,108,,,,,,,,,,,,,,,,,,,
Chennai,05-07-2018,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Delhi,05-07-2018,Poor,205,,,,,,,,,,,,,,,,,,,
Gurgaon,05-07-2018,Poor,236,,,,,,,,,,,,,,,,,,,
Hyderabad,05-07-2018,Satisfactory,86,,,,,,,,,,,,,,,,,,,
Jaipur,05-07-2018,Moderate,149,,,,,,,,,,,,,,,,,,,
Kanpur,05-07-2018,Satisfactory,95,,,,,,,,,,,,,,,,,,,
Kolkata,05-07-2018,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Lucknow,05-07-2018,Poor,208,,,,,,,,,,,,,,,,,,,
Ludhiana,05-07-2018,Satisfactory,90,,,,,,,,,,,,,,,,,,,
Mumbai,05-07-2018,,,,,,,,,,,,,,,,,,,,,
Nagpur,05-07-2018,Moderate,147,,,,,,,,,,,,,,,,,,,
Noida,05-07-2018,Poor,209,,,,,,,,,,,,,,,,,,,
Patna,05-07-2018,Poor,238,,,,,,,,,,,,,,,,,,,
Pune,05-07-2018,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Siliguri,05-07-2018,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,05-07-2018,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Ujjain,05-07-2018,Moderate,134,,,,,,,,,,,,,,,,,,,
Varanasi,05-07-2018,Poor,250,,,,,,,,,,,,,,,,,,,
Visakhapatnam,05-07-2018,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Agra,05-08-2018,Moderate,158,,,,,,,,,,,,,,,,,,,
Ahmedabad,05-08-2018,Satisfactory,89,,,,,,,,,,,,,,,,,,,
