City,Date,Air Quality,Index Value,,,,,,,,,,,,,,,,,,,
Agra,08-17-2019,Good,33,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-17-2019,Moderate,111,,,,,,,,,,,,,,,,,,,
Ajmer,08-17-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Asansol,08-17-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Bengaluru,08-17-2019,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Chennai,08-17-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Delhi,08-17-2019,Good,49,,,,,,,,,,,,,,,,,,,
Gurgaon,08-17-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Hyderabad,08-17-2019,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Jaipur,08-17-2019,Good,45,,,,,,,,,,,,,,,,,,,
Kanpur,08-17-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Kolkata,08-17-2019,Good,31,,,,,,,,,,,,,,,,,,,
Lucknow,08-17-2019,Good,48,,,,,,,,,,,,,,,,,,,
Ludhiana,08-17-2019,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Mumbai,08-17-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Nagpur,08-17-2019,Good,33,,,,,,,,,,,,,,,,,,,
Noida,08-17-2019,Good,30,,,,,,,,,,,,,,,,,,,
Patna,08-17-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Pune,08-17-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-17-2019,Good,36,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-17-2019,Good,42,,,,,,,,,,,,,,,,,,,
Ujjain,08-17-2019,Good,43,,,,,,,,,,,,,,,,,,,
Varanasi,08-17-2019,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-17-2019,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Agra,08-18-2019,Good,37,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-18-2019,Moderate,121,,,,,,,,,,,,,,,,,,,
Ajmer,08-18-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Asansol,08-18-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Bengaluru,08-18-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Chennai,08-18-2019,Good,44,,,,,,,,,,,,,,,,,,,
Delhi,08-18-2019,Good,49,,,,,,,,,,,,,,,,,,,
Gurgaon,08-18-2019,Good,35,,,,,,,,,,,,,,,,,,,
Hyderabad,08-18-2019,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Jaipur,08-18-2019,Good,44,,,,,,,,,,,,,,,,,,,
Kanpur,08-18-2019,Good,38,,,,,,,,,,,,,,,,,,,
Kolkata,08-18-2019,Good,41,,,,,,,,,,,,,,,,,,,
Lucknow,08-18-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Ludhiana,08-18-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Mumbai,08-18-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Nagpur,08-18-2019,Good,39,,,,,,,,,,,,,,,,,,,
Noida,08-18-2019,Good,38,,,,,,,,,,,,,,,,,,,
Patna,08-18-2019,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Pune,08-18-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-18-2019,Good,45,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-18-2019,Good,47,,,,,,,,,,,,,,,,,,,
Ujjain,08-18-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Varanasi,08-18-2019,,,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-18-2019,Moderate,104,,,,,,,,,,,,,,,,,,,
Agra,08-19-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-19-2019,,,,,,,,,,,,,,,,,,,,,
Ajmer,08-19-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Asansol,08-19-2019,Good,24,,,,,,,,,,,,,,,,,,,
Bengaluru,08-19-2019,Good,48,,,,,,,,,,,,,,,,,,,
Chennai,08-19-2019,Good,44,,,,,,,,,,,,,,,,,,,
Delhi,08-19-2019,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Gurgaon,08-19-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Hyderabad,08-19-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Jaipur,08-19-2019,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Kanpur,08-19-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Kolkata,08-19-2019,Good,31,,,,,,,,,,,,,,,,,,,
Lucknow,08-19-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Ludhiana,08-19-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Mumbai,08-19-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Nagpur,08-19-2019,Good,41,,,,,,,,,,,,,,,,,,,
Noida,08-19-2019,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Patna,08-19-2019,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Pune,08-19-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-19-2019,Good,35,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-19-2019,Good,39,,,,,,,,,,,,,,,,,,,
Ujjain,08-19-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Varanasi,08-19-2019,Good,46,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-19-2019,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Agra,08-20-2019,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-20-2019,Moderate,136,,,,,,,,,,,,,,,,,,,
Ajmer,08-20-2019,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Asansol,08-20-2019,Good,32,,,,,,,,,,,,,,,,,,,
Bengaluru,08-20-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Chennai,08-20-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Delhi,08-20-2019,Satisfactory,97,,,,,,,,,,,,,,,,,,,
Gurgaon,08-20-2019,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Hyderabad,08-20-2019,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Jaipur,08-20-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Kanpur,08-20-2019,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Kolkata,08-20-2019,Good,41,,,,,,,,,,,,,,,,,,,
Lucknow,08-20-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Ludhiana,08-20-2019,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Mumbai,08-20-2019,Satisfactory,67,,,,,,,,,,,,,,,,,,,
Nagpur,08-20-2019,Good,29,,,,,,,,,,,,,,,,,,,
Noida,08-20-2019,Moderate,102,,,,,,,,,,,,,,,,,,,
Patna,08-20-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Pune,08-20-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-20-2019,Good,46,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-20-2019,Good,39,,,,,,,,,,,,,,,,,,,
Ujjain,08-20-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Varanasi,08-20-2019,,,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-20-2019,Moderate,111,,,,,,,,,,,,,,,,,,,
Agra,08-21-2019,Satisfactory,93,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-21-2019,Moderate,156,,,,,,,,,,,,,,,,,,,
Ajmer,08-21-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Asansol,08-21-2019,Good,34,,,,,,,,,,,,,,,,,,,
Bengaluru,08-21-2019,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Chennai,08-21-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Delhi,08-21-2019,Moderate,109,,,,,,,,,,,,,,,,,,,
Gurgaon,08-21-2019,Moderate,126,,,,,,,,,,,,,,,,,,,
Hyderabad,08-21-2019,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Jaipur,08-21-2019,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Kanpur,08-21-2019,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Kolkata,08-21-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Lucknow,08-21-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Ludhiana,08-21-2019,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Mumbai,08-21-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Nagpur,08-21-2019,Good,32,,,,,,,,,,,,,,,,,,,
Noida,08-21-2019,Moderate,120,,,,,,,,,,,,,,,,,,,
Patna,08-21-2019,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Pune,08-21-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-21-2019,Good,46,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-21-2019,Good,36,,,,,,,,,,,,,,,,,,,
Ujjain,08-21-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Varanasi,08-21-2019,,,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-21-2019,Moderate,101,,,,,,,,,,,,,,,,,,,
Agra,08-22-2019,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-22-2019,Moderate,152,,,,,,,,,,,,,,,,,,,
Ajmer,08-22-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Asansol,08-22-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Bengaluru,08-22-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Chennai,08-22-2019,Satisfactory,75,,,,,,,,,,,,,,,,,,,
Delhi,08-22-2019,Moderate,123,,,,,,,,,,,,,,,,,,,
Gurgaon,08-22-2019,Moderate,100,,,,,,,,,,,,,,,,,,,
Hyderabad,08-22-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Jaipur,08-22-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Kanpur,08-22-2019,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Kolkata,08-22-2019,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Lucknow,08-22-2019,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Ludhiana,08-22-2019,Moderate,139,,,,,,,,,,,,,,,,,,,
Mumbai,08-22-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Nagpur,08-22-2019,Good,31,,,,,,,,,,,,,,,,,,,
Noida,08-22-2019,Moderate,139,,,,,,,,,,,,,,,,,,,
Patna,08-22-2019,,,,,,,,,,,,,,,,,,,,,
Pune,08-22-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-22-2019,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-22-2019,Good,45,,,,,,,,,,,,,,,,,,,
Ujjain,08-22-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Varanasi,08-22-2019,Satisfactory,78,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-22-2019,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Agra,08-23-2019,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-23-2019,Moderate,175,,,,,,,,,,,,,,,,,,,
Ajmer,08-23-2019,Satisfactory,65,,,,,,,,,,,,,,,,,,,
Asansol,08-23-2019,Good,47,,,,,,,,,,,,,,,,,,,
Bengaluru,08-23-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Chennai,08-23-2019,Good,47,,,,,,,,,,,,,,,,,,,
Delhi,08-23-2019,Moderate,129,,,,,,,,,,,,,,,,,,,
Gurgaon,08-23-2019,Moderate,106,,,,,,,,,,,,,,,,,,,
Hyderabad,08-23-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Jaipur,08-23-2019,Satisfactory,73,,,,,,,,,,,,,,,,,,,
Kanpur,08-23-2019,Good,27,,,,,,,,,,,,,,,,,,,
Kolkata,08-23-2019,Good,38,,,,,,,,,,,,,,,,,,,
Lucknow,08-23-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Ludhiana,08-23-2019,Moderate,103,,,,,,,,,,,,,,,,,,,
Mumbai,08-23-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Nagpur,08-23-2019,Good,28,,,,,,,,,,,,,,,,,,,
Noida,08-23-2019,Moderate,129,,,,,,,,,,,,,,,,,,,
Patna,08-23-2019,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Pune,08-23-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-23-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-23-2019,Good,35,,,,,,,,,,,,,,,,,,,
Ujjain,08-23-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Varanasi,08-23-2019,Satisfactory,84,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-23-2019,Moderate,112,,,,,,,,,,,,,,,,,,,
Agra,08-24-2019,Moderate,130,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-24-2019,Moderate,193,,,,,,,,,,,,,,,,,,,
Ajmer,08-24-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Asansol,08-24-2019,Good,48,,,,,,,,,,,,,,,,,,,
Bengaluru,08-24-2019,Good,47,,,,,,,,,,,,,,,,,,,
Chennai,08-24-2019,Good,45,,,,,,,,,,,,,,,,,,,
Delhi,08-24-2019,Moderate,147,,,,,,,,,,,,,,,,,,,
Gurgaon,08-24-2019,Moderate,117,,,,,,,,,,,,,,,,,,,
Hyderabad,08-24-2019,Good,47,,,,,,,,,,,,,,,,,,,
Jaipur,08-24-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Kanpur,08-24-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Kolkata,08-24-2019,Good,36,,,,,,,,,,,,,,,,,,,
Lucknow,08-24-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Ludhiana,08-24-2019,Moderate,184,,,,,,,,,,,,,,,,,,,
Mumbai,08-24-2019,Satisfactory,59,,,,,,,,,,,,,,,,,,,
Nagpur,08-24-2019,Good,29,,,,,,,,,,,,,,,,,,,
Noida,08-24-2019,Moderate,142,,,,,,,,,,,,,,,,,,,
Patna,08-24-2019,Satisfactory,63,,,,,,,,,,,,,,,,,,,
Pune,08-24-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-24-2019,,,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-24-2019,Good,36,,,,,,,,,,,,,,,,,,,
Ujjain,08-24-2019,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Varanasi,08-24-2019,Moderate,115,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-24-2019,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Agra,08-25-2019,,,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-25-2019,Moderate,182,,,,,,,,,,,,,,,,,,,
Ajmer,08-25-2019,Satisfactory,70,,,,,,,,,,,,,,,,,,,
Asansol,08-25-2019,Good,39,,,,,,,,,,,,,,,,,,,
Bengaluru,08-25-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Chennai,08-25-2019,Good,40,,,,,,,,,,,,,,,,,,,
Delhi,08-25-2019,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Gurgaon,08-25-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Hyderabad,08-25-2019,Good,38,,,,,,,,,,,,,,,,,,,
Jaipur,08-25-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Kanpur,08-25-2019,Good,33,,,,,,,,,,,,,,,,,,,
Kolkata,08-25-2019,Good,30,,,,,,,,,,,,,,,,,,,
Lucknow,08-25-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Ludhiana,08-25-2019,Moderate,100,,,,,,,,,,,,,,,,,,,
Mumbai,08-25-2019,Satisfactory,56,,,,,,,,,,,,,,,,,,,
Nagpur,08-25-2019,Good,27,,,,,,,,,,,,,,,,,,,
Noida,08-25-2019,Satisfactory,79,,,,,,,,,,,,,,,,,,,
Patna,08-25-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Pune,08-25-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-25-2019,Good,31,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-25-2019,Good,35,,,,,,,,,,,,,,,,,,,
Ujjain,08-25-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Varanasi,08-25-2019,Moderate,109,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-25-2019,,,,,,,,,,,,,,,,,,,,,
Agra,08-26-2019,,,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-26-2019,Moderate,126,,,,,,,,,,,,,,,,,,,
Ajmer,08-26-2019,Good,46,,,,,,,,,,,,,,,,,,,
Asansol,08-26-2019,Good,29,,,,,,,,,,,,,,,,,,,
Bengaluru,08-26-2019,Good,40,,,,,,,,,,,,,,,,,,,
Chennai,08-26-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Delhi,08-26-2019,Satisfactory,66,,,,,,,,,,,,,,,,,,,
Gurgaon,08-26-2019,Good,48,,,,,,,,,,,,,,,,,,,
Hyderabad,08-26-2019,Good,46,,,,,,,,,,,,,,,,,,,
Jaipur,08-26-2019,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Kanpur,08-26-2019,Good,35,,,,,,,,,,,,,,,,,,,
Kolkata,08-26-2019,Good,37,,,,,,,,,,,,,,,,,,,
Lucknow,08-26-2019,Satisfactory,60,,,,,,,,,,,,,,,,,,,
Ludhiana,08-26-2019,Satisfactory,85,,,,,,,,,,,,,,,,,,,
Mumbai,08-26-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Nagpur,08-26-2019,Good,29,,,,,,,,,,,,,,,,,,,
Noida,08-26-2019,Good,42,,,,,,,,,,,,,,,,,,,
Patna,08-26-2019,,,,,,,,,,,,,,,,,,,,,
Pune,08-26-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-26-2019,Good,40,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-26-2019,Good,40,,,,,,,,,,,,,,,,,,,
Ujjain,08-26-2019,Satisfactory,52,,,,,,,,,,,,,,,,,,,
Varanasi,08-26-2019,Moderate,116,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-26-2019,,,,,,,,,,,,,,,,,,,,,
Agra,08-27-2019,,,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-27-2019,Moderate,142,,,,,,,,,,,,,,,,,,,
Ajmer,08-27-2019,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Asansol,08-27-2019,Good,36,,,,,,,,,,,,,,,,,,,
Bengaluru,08-27-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Chennai,08-27-2019,Good,42,,,,,,,,,,,,,,,,,,,
Delhi,08-27-2019,Moderate,117,,,,,,,,,,,,,,,,,,,
Gurgaon,08-27-2019,Good,46,,,,,,,,,,,,,,,,,,,
Hyderabad,08-27-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Jaipur,08-27-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Kanpur,08-27-2019,Satisfactory,51,,,,,,,,,,,,,,,,,,,
Kolkata,08-27-2019,Good,37,,,,,,,,,,,,,,,,,,,
Lucknow,08-27-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Ludhiana,08-27-2019,Satisfactory,92,,,,,,,,,,,,,,,,,,,
Mumbai,08-27-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Nagpur,08-27-2019,Good,28,,,,,,,,,,,,,,,,,,,
Noida,08-27-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Patna,08-27-2019,,,,,,,,,,,,,,,,,,,,,
Pune,08-27-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-27-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-27-2019,Good,36,,,,,,,,,,,,,,,,,,,
Ujjain,08-27-2019,Good,46,,,,,,,,,,,,,,,,,,,
Varanasi,08-27-2019,Satisfactory,83,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-27-2019,,,,,,,,,,,,,,,,,,,,,
Agra,08-28-2019,,,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-28-2019,Moderate,109,,,,,,,,,,,,,,,,,,,
Ajmer,08-28-2019,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Asansol,08-28-2019,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Bengaluru,08-28-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Chennai,08-28-2019,Satisfactory,82,,,,,,,,,,,,,,,,,,,
Delhi,08-28-2019,Moderate,105,,,,,,,,,,,,,,,,,,,
Gurgaon,08-28-2019,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Hyderabad,08-28-2019,Satisfactory,58,,,,,,,,,,,,,,,,,,,
Jaipur,08-28-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Kanpur,08-28-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Kolkata,08-28-2019,Good,45,,,,,,,,,,,,,,,,,,,
Lucknow,08-28-2019,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Ludhiana,08-28-2019,Moderate,162,,,,,,,,,,,,,,,,,,,
Mumbai,08-28-2019,Good,45,,,,,,,,,,,,,,,,,,,
Nagpur,08-28-2019,Good,32,,,,,,,,,,,,,,,,,,,
Noida,08-28-2019,Satisfactory,96,,,,,,,,,,,,,,,,,,,
Patna,08-28-2019,Satisfactory,77,,,,,,,,,,,,,,,,,,,
Pune,08-28-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-28-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-28-2019,,,,,,,,,,,,,,,,,,,,,
Ujjain,08-28-2019,Good,41,,,,,,,,,,,,,,,,,,,
Varanasi,08-28-2019,Satisfactory,94,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-28-2019,,,,,,,,,,,,,,,,,,,,,
Agra,08-29-2019,Moderate,116,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-29-2019,Satisfactory,80,,,,,,,,,,,,,,,,,,,
Ajmer,08-29-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Asansol,08-29-2019,Good,44,,,,,,,,,,,,,,,,,,,
Bengaluru,08-29-2019,Good,44,,,,,,,,,,,,,,,,,,,
Chennai,08-29-2019,Good,44,,,,,,,,,,,,,,,,,,,
Delhi,08-29-2019,Satisfactory,91,,,,,,,,,,,,,,,,,,,
Gurgaon,08-29-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Hyderabad,08-29-2019,Satisfactory,55,,,,,,,,,,,,,,,,,,,
Jaipur,08-29-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Kanpur,08-29-2019,Satisfactory,54,,,,,,,,,,,,,,,,,,,
Kolkata,08-29-2019,Good,34,,,,,,,,,,,,,,,,,,,
Lucknow,08-29-2019,Satisfactory,68,,,,,,,,,,,,,,,,,,,
Ludhiana,08-29-2019,Moderate,129,,,,,,,,,,,,,,,,,,,
Mumbai,08-29-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Nagpur,08-29-2019,Satisfactory,72,,,,,,,,,,,,,,,,,,,
Noida,08-29-2019,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Patna,08-29-2019,Satisfactory,76,,,,,,,,,,,,,,,,,,,
Pune,08-29-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-29-2019,Good,40,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-29-2019,Good,41,,,,,,,,,,,,,,,,,,,
Ujjain,08-29-2019,Good,43,,,,,,,,,,,,,,,,,,,
Varanasi,08-29-2019,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-29-2019,,,,,,,,,,,,,,,,,,,,,
Agra,08-30-2019,,,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-30-2019,Moderate,110,,,,,,,,,,,,,,,,,,,
Ajmer,08-30-2019,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Asansol,08-30-2019,Good,35,,,,,,,,,,,,,,,,,,,
Bengaluru,08-30-2019,Good,44,,,,,,,,,,,,,,,,,,,
Chennai,08-30-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Delhi,08-30-2019,Moderate,101,,,,,,,,,,,,,,,,,,,
Gurgaon,08-30-2019,Satisfactory,64,,,,,,,,,,,,,,,,,,,
Hyderabad,08-30-2019,Good,45,,,,,,,,,,,,,,,,,,,
Jaipur,08-30-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Kanpur,08-30-2019,,,,,,,,,,,,,,,,,,,,,
Kolkata,08-30-2019,Good,37,,,,,,,,,,,,,,,,,,,
Lucknow,08-30-2019,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Ludhiana,08-30-2019,Satisfactory,87,,,,,,,,,,,,,,,,,,,
Mumbai,08-30-2019,Good,49,,,,,,,,,,,,,,,,,,,
Nagpur,08-30-2019,Good,30,,,,,,,,,,,,,,,,,,,
Noida,08-30-2019,Satisfactory,81,,,,,,,,,,,,,,,,,,,
Patna,08-30-2019,Satisfactory,88,,,,,,,,,,,,,,,,,,,
Pune,08-30-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-30-2019,Satisfactory,53,,,,,,,,,,,,,,,,,,,
Thiruvananthapuram,08-30-2019,Good,38,,,,,,,,,,,,,,,,,,,
Ujjain,08-30-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Varanasi,08-30-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Visakhapatnam,08-30-2019,,,,,,,,,,,,,,,,,,,,,
Agra,08-31-2019,Satisfactory,62,,,,,,,,,,,,,,,,,,,
Ahmedabad,08-31-2019,Moderate,109,,,,,,,,,,,,,,,,,,,
Ajmer,08-31-2019,Satisfactory,69,,,,,,,,,,,,,,,,,,,
Asansol,08-31-2019,Good,48,,,,,,,,,,,,,,,,,,,
Bengaluru,08-31-2019,Satisfactory,57,,,,,,,,,,,,,,,,,,,
Chennai,08-31-2019,Moderate,118,,,,,,,,,,,,,,,,,,,
Delhi,08-31-2019,Moderate,114,,,,,,,,,,,,,,,,,,,
Gurgaon,08-31-2019,Satisfactory,71,,,,,,,,,,,,,,,,,,,
Hyderabad,08-31-2019,Good,30,,,,,,,,,,,,,,,,,,,
Jaipur,08-31-2019,Satisfactory,61,,,,,,,,,,,,,,,,,,,
Kanpur,08-31-2019,,,,,,,,,,,,,,,,,,,,,
Kolkata,08-31-2019,Good,36,,,,,,,,,,,,,,,,,,,
Lucknow,08-31-2019,Moderate,110,,,,,,,,,,,,,,,,,,,
Ludhiana,08-31-2019,Moderate,109,,,,,,,,,,,,,,,,,,,
Mumbai,08-31-2019,Satisfactory,50,,,,,,,,,,,,,,,,,,,
Nagpur,08-31-2019,Good,31,,,,,,,,,,,,,,,,,,,
Noida,08-31-2019,Moderate,134,,,,,,,,,,,,,,,,,,,
Patna,08-31-2019,Moderate,106,,,,,,,,,,,,,,,,,,,
Pune,08-31-2019,Satisfactory,74,,,,,,,,,,,,,,,,,,,
Siliguri,08-31-2019,Good,34,,,,,,,,,,,,,,,,,,,
